,X,y
1442,положительное имеет в самом себе то соотношение с иным которое составляет определенность положительного равным образом и отрицательное не есть отрицательное по отношению к иному а также имеет в самом себе ту определенность в силу которой оно отрицательно таким образом каждое из них есть самостоятельное для себя сущее единство с собой правда положительное есть положенность но так что положенность есть для него лишь положенность как снятая,0
1443,оно непротивоположное снятая противоположность но как сторона самой противоположности правда как положительное нечто определено в соотношении с некоторым инобытием но так что его природа состоит в том чтобы не быть положенным положительное это рефлексия в себя отрицающая инобытие но и его иное отрицательное само уже не положенность или момент а есть самостоятельное бытие таким образом отрицающая рефлексия положительного в себя определена как исключающая из себя это свое небытие,0
1444,точно так же и отрицательное как абсолютная рефлексия есть не непосредственное отрицательное а отрицательное как снятая положенность оно отрицательное в себе и для себя положительно основывающееся на самом себе как рефлексия в себя оно отрицает свое соотношение с иным его иное есть положительное есть самостоятельное бытие его отрицательное соотношение с последним состоит поэтому в том что оно исключает его из себя отрицательное это самостоятельно удерживающееся противоположное в противоположность положительному которое есть определение снятой противоположности,0
1445,отрицательное это основывающаяся на себе вся противоположность противоположная тождественной с собой положенное положительное и отрицательное стало быть положительно и отрицательно не только в себе но в себе и для себя таково каждое из них а себе поскольку абстрагируются от их исключающего соотношения с иным и берут их лишь исходя из их определения,0
1446,нечто положительно или отрицательно в себе когда оно должно быть определено так не только относительно иного но когда положительное или отрицательное берут не как положенность и тем самым не как противоположное каждое есть то что непосредственно бытие и небытие но положительное и отрицательное это моменты противоположности их всебебытие составляет лишь форму их рефлектированности в себя,0
1447,нечто положительно в себе вне соотношения с отрицательным и оно отрицательно в себе вне соотношения с положительным в этом определении фиксируется лишь абстрактный момент этой рефлектированности но всебесущее положительное или отрицательное означает по существу своему что быть противоположным это не один лишь момент и не нечто относящееся к сравниванию а есть собственное определение сторон противоположности следовательно они положительны или отрицательны в себе не вне соотношения с иным а так что это соотношение и притом как исключающее составляет их определение или всебебытие здесь стало быть они положительное и отрицательное также в себе и для себя,0
1448,примечание противоположные величины арифметики здесь следует сказать о понятии положительного и отрицательного как оно встречается в арифметике оно предполагается в ней известным но так как его понимают не в его определенном различии то оно не свободно от неразрешимых затруднений и запутанности только что были даны оба реальных определения положительного и отрицательного помимо простого понятия их противоположения состоящие в том что вопервых в основании лежит лишь разное непосредственное наличное бытие простую рефлексию которого в себя отличают от его положенности от самого противоположения,0
1449,поэтому противопоставление имеет силу только как не в себе и для себя сущее и хотя оно присуще разному так что каждый из разных моментов есть противоположное вообще однако в то же время оно остается само по себе безразличным к противоположному и все равно какое из обоих противоположных разных моментов считать положительным или отрицательным но вовторых положительное есть положительное само по себе а отрицательное отрицательное само по себе так что эти разные моменты не безразличны друг к другу а различие их есть это их определение в себе и для себя обе эти формы положительного и отрицательного встречаются уже в первых определениях в которых они применяются в арифметике,0
1450,вопервых а и а суть противоположные величины вообще а это лежащая в основании обеих всебесущая единица которая безразлична к самому противоположению и не развивая дальше понятия служит здесь мертвой основой правда а означает отрицательное а положительное но одно из них есть нечто противоположное точно так же как и другое вовторых а это не только простая лежащая в основании единица но как а и а она рефлексия этих противоположных в себя имеются два разных а и безразлично какую из них обозначают как положительное или отрицательное оба а удерживаются отдельно друг от друга и положительны,0
1451,взятые как противоположные величины у у или в выражении положительные отрицательны в соединяясь противоположные снимаются если пройден час пути на восток и точно такой же путь обратно на запад то путь на запад снимает пройденный вначале путь сколько есть долгов на столько меньше имущества и сколько есть имущества столько же снимается долгов,0
1452,вместе с тем час пути на восток сам по себе не есть положительный путь как и путь на запад отрицательный эти направления безразличны к данной определенности противоположности лишь нечто третье имеющееся вне их отношение делает одно из этих направлений положительным а другое отрицательным равным образом и долги сами по себе не суть отрицательное они таковы лишь по отношению к должнику для заимодавца они его положительное имущество они некая сумма денег или чего бы то ни было обладающего определенной ценностью которая есть долг или имущество в зависимости от внешнего им отношения хотя противоположные моменты и снимают себя в своем соотношении так что результат равен нулю однако в них имеется также и соотношение их тождества безразличное к самой противоположности в этом случае они составляют одно,0
1453,как было упомянуто о сумме денег она лишь одна сумма или а есть лишь одно а и в а и в а точно так же и путь есть лишь один отрезок пути а не два пути один на восток другой на запад и ордината у одна и та же на какой бы стороне оси мы ее ни взяли в этом смысле у у у она только ордината как таковая die ordinate имеется лишь одно определение и один закон ординаты но кроме того два противоположных суть не только одно безразличное но и два безразличных,0
1454,а именно как противоположные они также рефлектированные в себя и таким образом остаются разными так в выражении имеется вообще единиц у и у суть ординаты на противоположных сторонах оси где каждая есть наличное бытие безразличное к этой границе и к своей противоположности в этом случае у у точно так же путь пройденный на восток и на запад есть сумма двойного усилия или сумма двух промежутков времени,0
1455,равным образом в политической экономии определенное количество денег или ценностей есть как средство существования не только это одно количество но и удвоенное оно средство существования и для заимодавца и для должника государственное имущество исчисляется не только как сумма наличных денег и других недвижимых и движимых ценностей имеющихся в государстве и тем более не как сумма остающаяся свободной после вычитания пассивного имущества из активного капитал хотя бы его активное и пассивное определение сводилось к нулю остается вопервых положительным капиталом как а а а вовторых же поскольку он то пассивный капитал то дается в заем то снова дается в заем он тем самым оказывается весьма приумножающимся средством но противоположные величины это не только с одной стороны просто противоположные вообще а с другой реальные или безразличные,0
1456,нет хотя само определенное количество и есть безразлично ограниченное бытие однако в нем встречается также и положительное в себе и отрицательное в себе например а поскольку оно не имеет знака считается положительным если перед ним требуется поставить знак если бы оно должно было стать лишь противоположным вообще то его с таким же успехом можно было бы принять и за а но положительный знак дается ему непосредственно так как положительное само по себе имеет свое особое значение непосредственного как тождественного с собой в отличие от противоположения,0
1457,далее когда положительные и отрицательные величины складываются или вычитаются они принимаются за сами по себе положительные и отрицательные а не за становящиеся такими лишь через отношение сложения или вычитания этим внешним способом в выражении первый минус противополагается восьми а второй минус есть противоположный в себе вне этого отношения отчетливее обнаруживается это в умножении и делении здесь положительное следует брать по существу своему как непротивоположное отрицательное же как противоположное и не брать оба определения одинаково лишь как противоположные вообще,0
1458,так как учебники при доказательстве правил о знаках в обоих этих арифметических действиях не идут дальше понятия противоположных величин вообще то эти доказательства неполны и запутываются в противоречиях но в умножении и делении плюс и минус приобретают более определенное значение положительного и отрицательного в себе так как отношение множителей друг к другу как единицы и численности это не просто отношение увеличения и уменьшения как при сложении и вычитании а есть качественное отношение вследствие чего плюс и минус также приобретают качественное значение положительного и отрицательного если не принимать во внимание этого определения и исходить только из понятия противоположных величин то легко можно вывести ложное заключение что если то наоборот а а,0
1459,так как один из множителей означает численность а другой единицу причем за первую принимается обычно первый множитель то оба выражения аа и а а различаются тем что в первом а есть единица и а численность а во втором наоборот по поводу первого обычно говорят что если а должно быть взято а раз то а берется не просто а раз а в то же время противоположным ему образом т е а раз а n поэтому так как здесь имеется a,0
1460,то его следует брать отрицательно и произведение есть если же во втором случае а должно быть взято а раз то а равным образом следовало бы брать не а раз а в противоположном ему определении т е а раз,0
1461,следовательно рассуждая как и в первом случае произведение должно быть a то же самое имеет место и при делении это заключение необходимо поскольку плюс и минус берутся лишь как противоположные величины вообще минусу в первом случае приписывается способность изменять плюс во втором же случае плюс не должен был бы иметь такую способность по отношению к минусу несмотря на то что он такое же противоположное определение величины как и минус,0
1462,и в самом деле плюс не обладает такой силой потому что он должен быть здесь взят по своему качественному определению относительно минуса поскольку отношение между множителями качественное постольку следовательно отрицательное есть здесь противоположное в себе противоположное как таковое а положительное неопределенное безразличное вообще правда оно также и отрицательное но отрицательное иного а не в самом себе определение как отрицание получается стало быть лишь через отрицательное а не через положительное,0
1463,точно так же и а а потому что отрицательное а должно быть взято не просто противоположным образом ведь именно так оно должно было бы быть взято при умножении на a a отрицательно отрицание же отрицания есть положительное с противоречие der wtoerspruch,0
1464,различие вообще содержит обе свои стороны как моменты в разности они безразлично распадаются в противоположности как таковой они стороны различия определенные лишь одна через другую стало быть лишь моменты но они определены также и в самих себе безразличные друг к другу и исключающие друг друга они самостоятельные рефлективные определения одна сторона есть положительное другая же отрицательное но первая как положительное в самом себе а вторая как отрицательное в самом себе безразличной самостоятельностью каждое в отдельности обладает благодаря тому что содержит в самом себе соотношение со своим другим моментом таким образом оно есть вся замкнутая внутри себя противоположность в целом,0
1465,как такое целое каждое опосредствовано с собой своим иным и содержит это иное но оно кроме того опосредствовано с собой небытием своего иного таким образом оно для себя сущее единство и исключает из себя иное так как самостоятельное рефлективное определение исключает другое в том же отношении в каком оно содержит это другое и потому оно самостоятельно то оно обладая самостоятельностью исключает из себя свою собственную самостоятельность ибо последняя состоит в том чтобы содержать в себе свое другое определение и единственно лишь благодаря этому не быть соотношением с чемто внешним но столь же непосредственно эта самостоятельность состоит в том чтобы быть самой собой и исключать из себя свое отрицательное определение,0
1466,самостоятельное рефлективное определение есть таким образом противоречие различие вообще есть уже противоречие в себе ибо оно есть единство таких моментов которые суть лишь постольку поскольку они не одно и разъединение таких которые даны лишь как разъединенные в одном и том же отношении но положительное и отрицательное это положенное противоречие ибо как отрицательные единства они сами суть полагание самих себя и в этом полагании каждое есть снятие себя и полагание своей противоположности,0
1467,они составляют определяющую рефлексию как исключающую так как исключение это одно различение и каждое из различенных как исключающее само есть все исключение то каждое исключает себя в самом себе если рассматривать каждое из этих двух самостоятельных рефлективных определений в отдельности то положительное есть положенность как рефлектированная в равенство с собой положенность которая не есть соотношение с иным стало быть удерживается поскольку положенность снята и исключена но тем самым положительное делается соотношением небытия положенностью,0
1468,таким образом оно противоречие ибо как полагание тождества с собой оно исключая отрицательное делается отрицательным чегото von einern следовательно тем иным которое оно из себя исключает это иное как исключенное положено свободным от исключающего и тем самым положено как рефлектированное в себя и как то что само исключает таким образом исключающая рефлексия это полагание положительного как исключающего иное так что это полагание есть непосредственно полагание его иного которое исключает его,0
1469,в этом состоит абсолютное противоречие положительного но это противоречие есть непосредственно абсолютное противоречие отрицательного полагание обоих есть одна рефлексия отрицательное рассматриваемое отдельно в противоположность положительному есть положенность как рефлектированная в неодинаковость с собой отрицательное как отрицательное но отрицательное само есть неодинаковое небытие чегото иного следовательно рефлексия в его неодинаковость это скорее его соотношение с самим собой,0
1470,отрицание вообще есть отрицательное как качество иначе говоря непосредственная определенность но отрицательное как отрицательное соотнесено со своим отрицательным со своим иным если это отрицательное берут лишь как тождественное с первым то оно равно как и первое лишь непосредственно их берут таким образом не как иные по отношению друг к другу стало быть не как отрицательные отрицательное вообще не есть нечто непосредственное но кроме того так как каждое из них есть также то же самое что и иное то это соотношение неодинаковых есть точно так же соотношение их тождества,0
1471,следовательно имеется то же противоречие что и в положительном а именно положенность или отрицание как соотношение с собой но положительное есть это противоречие лишь в себе отрицательное же есть положенное противоречие ибо в своей рефлексии в себя заключающейся в том что оно есть в себе и для себя отрицательное иначе говоря что оно как отрицательное тождественно с собой в этой своей рефлексии в себя оно имеет то определение что оно нетождественное исключение тождества оно состоит в том чтобы быть тождественным с собой в противоположность тождеству и тем самым посредством своей исключающей рефлексии исключать из себя само себя,0
1472,следовательно отрицательное это целое как опирающееся на себя противоположение противоположение абсолютное несоотносящееся с иным различие это различие как противоположение исключает из себя тождество но тем самым оно исключает само себя ибо как соотношение с собой оно определяет себя как само тождество которое оно исключает противоречие разрешается,0
1473,в исключающей самое себя рефлексии которую мы рассматривали положительное и отрицательное снимают каждое в своей самостоятельности самих себя каждое из них есть просто переход или вернее превращение себя в свою противоположность это непрерывное исчезание противоположных моментов в них самих есть ближайшее единство возникающее благодаря противоречию это единство есть нуль но противоречие содержит не только отрицательное но и положительное иначе говоря исключающая самое себя рефлексия есть в то же время полагающая рефлексия,0
1474,результат противоречия не есть только нуль положительное и отрицательное составляют положенность самостоятельности отрицание их ими же самими снимает положенность самостоятельности это и есть как раз то чти в противоречии поистине исчезает в основании zu grunde gent,0
1475,рефлексия в себя благодаря которой стороны противоположности становятся самостоятельными соотношениями с собой есть прежде всего их самостоятельность как различенных моментов они таким образом суть эта самостоятельность лишь в себе ибо они еще противоположные моменты и то обстоятельство что они таковы в себе составляет их положенность но их исключающая рефлексия снимает эту положенность делает их длясебясущими самостоятельными моментами такими которые самостоятельны не только в себе но и через свое отрицательное соотношение со своим иным их самостоятельность таким образом также положена но кроме того этим своим полаганием они делаются некоторой положенностью,0
1476,они обрекают себя на исчезновение richten sich zu grunde тем что определяют себя как тождественные друг с другом но в этом тождестве определяют себя скорее как отрицательное как такое тождественное с собой которое есть соотношение с иным но при ближайшем рассмотрении оказывается что эта исключающая рефлексия есть не только такое формальное определение она всебесущая самостоятельность и снятие этой положенности и лишь через это снятие длясебясущее и действительно самостоятельное единство,0
1477,благодаря снятию инобытия или положенности положенность отрицательное иного оказывается правда снова наличной но на самом деле это отрицание не есть снова лишь первое непосредственное соотношение с иным есть положенность не как снятая непосредственность а как снятая положенность исключающая рефлексия самостоятельности будучи исключающей делается положенностью но точно так же есть снятие своей положенности,0
1478,она снимающее соотношение с собой в этом соотношении она вопервых снимает отрицательное и вовторых полагает себя как отрицательное и только лишь это есть то отрицательное которое она снимает снимая отрицательное она в одно и то же время полагает и снимает его само исключающее определение есть для себя таким образом то иное отрицание которого она есть снятие этой положенности не есть поэтому снова положенность как отрицательное чегото иного а есть слияние с самим собой которое составляет положительное единство с собой самостоятельность таким образом это единство возвращающееся в себя через отрицание своей положенности,0
1479,она единство сущности заключающееся в том что она тождественна с собой не через отрицание иного а через отрицание самой себя с этой положительной стороны с которой самостоятельность как исключающая рефлексия делается в противоположности положенностью а также снимает ее противоположность не только исчезла в основании но и возвратилась в свое основание,0
1480,исключающая рефлексия самостоятельной противоположности делает эту противоположность чемто отрицательным лишь положенным этим она низводит свои сначала самостоятельные определения положительное и отрицательное до таких определений которые суть только определения и становясь таким образом положенностью положенность вообще возвращается в свое единство с собой она простая сущность но сущность как основание благодаря снятию внутренне противоречивых определений сущности сущность восстановлена однако с определением быть исключающим единством рефлексии простым единством определяющим само себя как отрицательное но в этой положенности непосредственно равным самому себе и слившимся с собой следовательно благодаря своему противоречию самостоятельная противоположность возвращается сначала в основание она то первое непосредственное с которого начинают и снятая противоположность или снятая положенность сама есть некоторая положенность,0
1481,тем самым сущность как основание есть положенность нечто ставшее но напротив того оказалось положенным лишь то что противоположность или положенность есть нечто снятое дана лишь как положенность следовательно сущность как основание это рефлексия исключающая так что сущность делает самое себя положенностью что противоположность с которой раньше начали и которая была тем что непосредственно есть лишь положенная определенная самостоятельность сущности и что эта противоположность есть лишь то что снимает себя в себе самом а сущность то что рефлектировано в своей определенности в себя,0
1482,сущность как основание исключает себя из самой себя она полагает себя ее положенность которая есть то что исключено дана лишь как положенность как тождество отрицательного с самим собой это самостоятельное есть отрицательное положенное как отрицательное оно нечто противоречащее самому себе остающееся поэтому непосредственно в сущности как в своем основании разрешенное противоречие есть следовательно основание сущность как единство положительного и отрицательного,0
1483,в противоположности определение достигло самостоятельности основание же есть эта завершенная самостоятельность отрицательное есть в нем самостоятельная сущность но как отрицательное таким образом основание в такой же степени положительное как и то что тождественно с собой в этой отрицательности поэтому противоположность и ее противоречие столь же сняты в основании как и сохранены основание это сущность как положительное тождество с собой однако такое тождество которое в то же время соотносится с собой как отрицательность следовательно определяет себя и делается исключенной положенностью но эта положенность есть вся самостоятельная сущность а сущность это основание как тождественное с самим собой и положительное в этом своем отрицании,0
1484,следовательно противоречащая себе самостоятельная противоположность сама уже была основанием прибавилось лишь определение единства с самим собой которое появляется благодаря тому что каждый из самостоятельных противоположных моментов снимает сам себя и делается своим иным стало быть исчезает в основании но в этом исчезновении сливается в то же время лишь с самим собой следовательно в своей гибели т е в своей положенное tm или в отрицании есть скорее лишь рефлектированная в себя тождественная с собой сущность примечание единство положительного и отрицательного положительное и отрицательное это одно и то же выражение это принадлежит внешней рефлексии поскольку она проводит сравнение этих двух определений,0
1485,но не следует проводить внешнее сравнение между этими определениями равно как и между другими категориями а их надлежит рассматривать в них же самих т е должно рассмотреть в чем состоит их собственная рефлексия что же касается этой рефлексии то обнаружилось что каждое из них по существу своему имеет свою видимость ist das scheinen в ином и даже есть полагание себя как иного но представлению поскольку оно рассматривает положительное и отрицательное не так каковы они в себе и для себя можно во всяком случае посоветовать провести сравнение для того чтобы обратить его внимание на несостоятельность этих различенных определений которые оно признает прочно противостоящими друг другу,0
1486,уже незначительного опыта в рефлектирующем мышлении достаточно чтобы удостовериться в том что если нечто было определено как положительное то когда идут от этой основы дальше это положительное тотчас же непосредственно превращается в отрицательное и наоборот отрицательно определенное в положительное и что рефлектирующее мышление запутывается в этих определениях и становится противоречащим себе те кто не знает природы этих определений придерживаются мнения будто эта путаница неправомерна что ее не должно быть и объясняют ее субъективной погрешностью действительно этот переход одного в другое остается просто путаницей покуда не осознается необходимость этого превращения,0
